no,word-talgalog,word meaning-english,scentence-tagalog,scentence-korean
807,artikulo,an article or written piece,Nabasa ko ang artikulo sa dyaryo.,신문 기사를 읽었다.
808,anime,Japanese animated shows or movies,Gusto kong manood ng anime tuwing gabi.,나는 밤마다 애니메이션을 보는 것을 좋아한다.
809,alamat,a legend or myth,Ang alamat ni Bernardo Carpio ay kilala.,베르나르도 카르피오 전설은 잘 알려져 있다.
810,Simbahang,church-related or ecclesiastical,Ang Simbahang Katoliko ay malaki.,가톨릭 교회는 거대하다.
811,Simbahan,church (building or institution),Nasa simbahan kami kahapon.,우리는 어제 교회에 있었다.
812,Santa,Saint (female title) or Santa Claus,Santa Claus ay nagdadala ng regalo.,산타클로스는 선물을 가져온다.
813,Pokémon,a franchise of fictional creatures,Mahilig siya mangolekta ng Pokémon cards.,그는 포켓몬 카드를 수집하는 것을 좋아한다.
814,Naniniwala,believes or trusts,Naniniwala siya sa kasingsayan ng Diyos.,그는 신의 계획을 믿는다.
815,Nagkaroon,had or experienced,Nagkaroon kami ng pagkakataon makapag-aral.,우리는 공부할 기회를 가졌다.
816,Music,sound arranged artistically,Ang Music festival ay sa susunod na buwan.,음악 축제는 다음 달에 열린다.
817,Kaharian,kingdom or realm,Ang Kaharian ng Thailand ay may hari.,태국 왕국에는 왕이 계신다.
818,Inilabas,was released or published,Inilabas ang bagong album kahapon.,새 앨범이 어제 발매되었다.
819,Halos,almost or nearly,Halos tapos na ang proyekto.,프로젝트가 거의 끝났다.
820,Dito,here or in this place,Dito kami nagluluto ng pagkain.,우리는 여기서 음식을 요리한다.
821,Barangay,the smallest administrative division in the Philippines,Ang aming Barangay ay mapayapa.,우리 바랑가이는 평화롭다.
822,Academy,a school or institution for higher learning,Sumali siya sa Academy of Arts.,그는 예술 아카데미에 들어갔다.
823,utos,an order or command,Sinunod niya ang utos ng guro.,그는 교사의 명령을 따랐다.
824,ulo,the head or leader,Sumakit ang ulo ko sa ingay.,나는 소음 때문에 머리가 아프다.
825,timbang,weight or heaviness,Tumaba siya kaya tumaas ang timbang.,그는 살이 쪄서 체중이 늘었다.
826,teksto,text or written words,Binasa ko ang teksto sa aklat.,나는 책의 글을 읽었다.
827,tagahanga,a fan or admirer,Maraming tagahanga si Sarah Geronimo.,사라 게로니모에게는 많은 팬이 있다.
828,seremonya,a ceremony or formal event,Nagkaroon ng mahabang seremonya.,긴식이 열렸다.
829,sandali,a moment or short time,Sandali lang ako naghintay.,나는 잠시만 기다렸다.
830,s,the 19th letter of the English alphabet,Ang letrang s ay ginagamit sa “sun.”,알파벳 s는 “sun”에 쓰인다.
831,regular,usual or normal,Regular na dumadalo si Ana sa klase.,아나는 수업에 정기적으로 참석한다.
832,puwesto,a position or place,Nakuha niya ang puwesto sa kompanya.,그는 회사의 자리를 얻었다.
833,puting,white (color adjective),Ang puting damit ay malinis.,하얀 옷이 깨끗하다.
834,puntos,points or scores,Mataas ang puntos niya sa pagsusulit.,그는 시험에서 점수가 높다.
835,produksiyon,production or creation,Mabilis ang produksiyon ng pelikula.,영화 제작 속도가 빠르다.
836,positibong,positive or optimistic,Positibong sagot ang ibinigay niya.,그는 긍정적인 답변을 했다.
837,pinangalanang,named or given a name,Ang bata ay pinangalanang Maria.,아이 이름은 마리아로 지어졌다.
838,personal,personal or private,Ang personal na sulat ay lihim.,개인 편지는 비밀이다.
839,panitikan,literature or written works,Ang panitikan ay mahalaga sa kultura.,문학은 문화에 중요하다.
840,paniniwala,a belief or faith,Ang paniniwala sa Diyos ay malakas.,신에 대한 믿음이 강하다.
841,pangangailangan,a need or requirement,Ang pangangailangan sa tubig ay urgent.,물의 필요가 긴급하다.
842,pampolitika,political or related to politics,Ang pampolitika na kampanya ay mahaba.,정치 캠페인은 길다.
843,pahayagan,a newspaper or publication,Bumili siya ng pahayagan sa kanto.,그는 모퉁이에서 신문을 샀다.
844,paggamot,treatment or medical care,Mahalaga ang paggamot sa pasyente.,환자 치료는 중요하다.
845,operasyon,an operation or surgical procedure,Nagtagumpay ang operasyon sa puso.,심장 수술이 성공했다.
846,normal,normal or usual,Normal lang ang pakiramdam ko.,나는 기분이 보통이다.
847,nobela,a novel or long fictional story,Binasa ko ang nobela ni Rizal.,나는 리잘의 소설을 읽었다.
848,nilalang,a creature or being,Ang nilalang na ito ay kakaiba.,이 생물체는 이상하다.
849,natitirang,remaining or leftover,Ang natitirang pagkain ay kinain ko.,남은 음식을 내가 먹었다.
850,nanatiling,remained or stayed,Nanatiling masaya ang grupo.,그룹은 계속해서 즐거웠다.
851,nagsasalita,speaking or talking,Nagsasalita siya sa harap ng maraming tao.,그는 많은 사람 앞에서 말하고 있다.
852,nag-iisang,only or single,Nag-iisang anak siya sa pamilya.,그는 가족의 외아들이다.
853,mismo,itself or exactly the same,Dito mismo kami nagkasalubong.,우리는 바로 여기서 마주쳤다.
854,malamang,likely or probably,Malamang umulan bukas.,내일 비가 올 것 같다.
855,maganda,beautiful or good,Maganda ang tanawin sa bundok.,산의 경치가 아름답다.
856,live,live or happening in real time,Panoorin natin ang live na concert.,라이브 콘서트를 같이 보자.
857,likha,a creation or work of art,Ang likha ng pintor ay kahanga-hanga.,화가의 작품이 인상적이다.
858,laman,content or substance,Ang laman ng kahon ay laruan.,상자 안에는 장난감이 들어 있다.
859,kinatawan,representative or delegate,Siya ang kinatawan ng paaralan.,그는 학교 대표이다.
860,kaunting,a little or small amount,Kaunting pera lang ang dala ko.,나는 돈을 조금만 가지고 있다.
861,katumbas,equivalent or equal to,Ang isang dolyar ay katumbas ng 55 piso.,1달러는 55페소와 같다.
862,kasong,a case or legal suit,Isang kasong kriminal ang isinampa.,형사 사건이 제기되었다.
863,karne,meat or flesh of animals,Bumili kami ng karne sa palengke.,우리는 시장에서 고기를 샀다.
864,karapatan,a right or entitlement,Ang karapatan sa edukasyon ay pangunahin.,교육권은 기본적이다.
865,kampanya,a campaign or organized effort,Nagsimula na ang kampanya sa kalusugan.,건강 캠페인이 시작되었다.
866,iskolar,a scholar or learned person,Iskolar siya sa isang prestihiyosong unibersidad.,그는 권위 있는 대학의 장학생이다.
867,halagang,amount or value,Ang halagang binayaran ay malaki.,지불한 금액이 크다.
868,gaanong,how much or to what extent,Gaanong kahalaga ito sa iyo?,이것이 너에게 얼마나 중요한가?
869,estilo,style or manner,Ang estilo ng damit ay moderno.,옷 스타일이 현대적이다.
870,direktang,direct or straightforward,Direktang sagot ang ibinigay niya.,그는 직접적인 답을 했다.
871,dalubhasa,an expert or specialist,Dalubhasa siya sa agham.,그는 과학 전문가이다.
872,daanan,a passageway or path,Dumaan kami sa maliit na daanan.,우리는 좁은 길을 지나갔다.
873,bumuo,formed or created,Bumuo sila ng bagong samahan.,그들은 새로운 단체를 구성했다.
874,binigyan,was given or granted,Binigyan niya ako ng regalo.,그는 나에게 선물을 주었다.
875,balita,news or information,Narinig ko ang balita sa radyo.,나는 라디오에서 뉴스를 들었다.
876,aspeto,an aspect or facet,Isang mahalagang aspeto ang kalusugan.,건강은 중요한 측면이다.
877,Pagkaraan,afterwards or later,Pagkaraan ng ulan lumitaw ang bahaghari.,비가 그친 후 무지개가 나타났다.
878,Pablo,a male given name (Paul),Si Pablo ay kaibigan ko.,파블로는 나의 친구다.
879,Metro,metropolitan or city train system,Sakay tayo sa Metro papuntang Makati.,메트로를 타고 마카티로 가자.
880,Kapitan,Captain (a leader or commander),Si Kapitan ay pinuno ng barko.,선장은 배의 지휘관이다.
881,Digmaang,war or conflict-related,Ang Digmaang Pandaigdig II ay masakit alalahanin.,제2차 세계대전은 기억하기 아프다.
882,Association,an organization or group,Sumapi siya sa isang international association.,그는 국제 협회에 가입했다.
883,ulit,again or repeat,Ulitin mo ang sinabi mo.,당신이 말한 것을 다시 해줘.
884,tugon,a response or reply,Mabilis ang tugon ng customer service.,고객센터의 대응이 빠르다.
885,tindahan,a store or shop,Bumili ako ng tinapay sa tindahan.,나는 가게에서 빵을 샀다.
886,tatak,a brand or trademark,Ang tatak ng sapatos ay sikat.,신발 브랜드가 유명하다.
887,tanggapan,an office or reception area,Nasa tanggapan ang mga empleyado.,직원들이 사무실에 있다.
888,sinundan,was followed or succeeded,Sinundan niya ang yapak ng kanyang ama.,그는 아버지의 뒤를 이었다.
889,silangang,eastern or from the east,Ang silangang bahagi ay maaga sumisikat ang araw.,동쪽 지역은 해가 일찍 뜬다.
890,selula,a cell (biological unit),Ang selula ay batayan ng buhay.,세포는 생명의 기본이다.
891,rate,a rate or ratio,Ang rate ng palitan ay bumaba.,환율이 떨어졌다.
892,puso,the heart (organ or metaphorical),Malakas ang pintig ng puso ko.,나의 심장 박동이 강하다.
893,pribadong,private or personal,Ang pribadong buhay ay dapat igalang.,사생활은 존중받아야 한다.
894,pormal,formal or official,Pormal na anyo ang ginamit niya.,그는 격식 있는 형식을 사용했다.
895,pera,money or currency,Kailangan ko ng pera para sa bayarin.,나는 요금을 지불할 돈이 필요하다.
896,patay,dead or lifeless,Nakita niya ang patay na ibon.,그는 죽은 새를 보았다.
897,parte,a part or portion,Isang parte ng kuko ang nasira.,손톱의 일부가 부러졌다.
898,pangkalahatan,general or overall,Ang pangkalahatan na resulta ay maganda.,전반적인 결과가 좋다.
899,pangangasiwa,management or administration,Mahusay ang pangangasiwa ng kumpanya.,회사의 관리가 잘 되어 있다.
900,pamayanan,a community or society,Ang pamayanan ay aktibo sa mga programa.,지역사회가 프로그램에 적극적이다.
901,paliparan,an airport or airfield,Dumating kami sa paliparan ng maaga.,우리는 공항에 일찍 도착했다.
902,palatandaan,sign or mark,Ang pulang ilaw ay isang palatandaan na dapat tumigil ka.,빨간 불은 당신이 멈춰야 한다는 표시입니다.
903,paglago,growth or development,Ang paglago ng ekonomiya ay kapansin-pansin.,경제의 성장은 눈에 띕니다.
904,pagdiriwang,celebration,Nagkaroon ng malaking pagdiriwang sa plasa.,광장에서 큰 축하가 있었습니다.
905,pagbuo,formation or creation,Ang pagbuo ng bagong patakaran ay kailangan.,새로운 정책의 수립이 필요합니다.
906,pag-atake,attack,Ang pag-atake ay biglaang naganap.,공격이 갑자기 발생했습니다.
907,pag-aari,property or possession,Ang bahay ay pag-aari ng pamilya.,그 집은 가족의 소유입니다.
908,paaralang,school,Ang paaralang ito ay kilalang-kilala.,이 학교는 잘 알려져 있습니다.
909,organismo,organism,Bawat organismo ay may kanya-kanyang tungkulin.,모든 생물은 각자의 역할이 있습니다.
910,natuklasan,discovered,Natuklasan nila ang bagong planeta.,그들은 새로운 행성을 발견했습니다.
911,nangangailangan,needing or requiring,Ang proyekto ay nangangailangan ng dagdag na pondo.,프로젝트는 추가 자금이 필요합니다.
912,nakatuon,focused,Nakatuon siya sa kanyang pag-aaral.,그는 공부에 집중하고 있습니다.
913,nagtrabaho,worked,Nagtrabaho siya sa opisina buong araw.,그는 하루 종일 사무실에서 일했습니다.
914,nagsisilbing,serving as,Nagsisilbing huwaran siya sa kanyang kapatid.,그는 형제의 모범이 되고 있습니다.
915,nagdulot,caused,Nagdulot ng kalungkutan ang balita.,그 소식은 슬픔을 불러왔습니다.
916,minuto,minute,Isang minuto na lang ay oras na.,단 1분 후면 시간입니다.
917,manonood,viewer or watcher,Ang manonood ay nasayahan sa palabas.,시청자는 쇼를 즐겼습니다.
918,malayang,free,Malayang makakapasok ang lahat ng tao.,모든 사람이 자유롭게 들어갈 수 있습니다.
919,mahabang,long,Mahabang daan ang nilakbay namin.,우리는 긴 길을 여행했습니다.
920,magbigay,to give,Magbigay ka ng ideya para sa proyekto.,프로젝트에 대한 아이디어를 주세요.
921,magandang,beautiful,Magandang tanawin ang nakita namin.,우리는 아름다운 경치를 보았습니다.
922,maayos,orderly or neat,Maayos ang kanyang silid-tulugan.,그의 침실은 깔끔합니다.
923,limitadong,limited,Limitadong oras lang ang meron tayo.,우리에게는 제한된 시간만 있습니다.
924,kundi,except or but,Walang ibang pupuntahan kundi dito.,여기 외에는 갈 곳이 없습니다.
925,kritiko,critic,Ang kritiko ay may matinding puna.,비평가는 날카로운 비판을 했습니다.
926,kompyuter,computer,Ang kompyuter ay kailangan sa trabaho.,컴퓨터는 일에 필요합니다.
927,kompanyang,company,Ang kompanyang ito ay pandaigdig.,이 회사는 세계적인 곳입니다.
928,katangiang,characteristic,Ang katangiang ito ay pambihira.,이 특징은 드뭅니다.
929,kalye,street,Ang kalye ay maliwanag dahil sa ilaw.,거리는 불빛 때문에 밝습니다.
930,kaluluwa,soul,Ang kaluluwa ay walang hanggan.,영혼은 영원합니다.
931,kalakalan,trade or commerce,Ang kalakalan sa rehiyon ay umuunlad.,지역의 무역이 번창하고 있습니다.
932,kalagayan,condition or situation,Ang kalagayan ng pasyente ay matatag.,환자의 상태는 안정적입니다.
933,kakayahang,ability or capability,Ang kakayahang ito ay kakaiba.,이 능력은 독특합니다.
934,kailangang,necessary,Kailangang ipatupad ang batas.,법을 시행하는 것이 필요합니다.
935,ito'y,this is,Ito'y isang magandang pagkakataon.,이것은 좋은 기회입니다.
936,isla,island,Ang isla ay napapaligiran ng tubig.,섬은 물로 둘러싸여 있습니다.
937,isda,fish,Ang isda ay lumalangoy sa dagat.,물고기는 바다에서 헤엄칩니다.
938,inspirasyon,inspiration,Siya ang aking inspirasyon sa buhay.,그는 내 삶의 영감입니다.
939,inilagay,placed or put,Inilagay niya ang libro sa mesa.,그는 책을 테이블 위에 놓았습니다.
940,inihayag,announced or revealed,Inihayag ng presidente ang bagong patakaran.,대통령이 새로운 정책을 발표했습니다.
941,impluwensiya,influence,Ang impluwensiya ng mga magulang ay malaki.,부모의 영향력은 큽니다.
942,ilarawan,to describe or portray,Ilarawan mo ang iyong karanasan.,당신의 경험을 묘사해보세요.
943,hinirang,appointed or chosen,Hinirang siyang pinuno ng grupo.,그는 그룹의 리더로 임명되었습니다.
944,hawak,held or grasped,Hawak niya ang kanyang bag.,그녀는 가방을 들고 있습니다.
945,grupong,group,Ang grupong ito ay masipag.,이 그룹은 부지런합니다.
946,ginanap,held or took place,Ginanap ang paligsahan kahapon.,경기는 어제 열렸습니다.
947,gawing,to make or turn into,Gawing masaya ang araw na ito.,이 날을 즐겁게 만들어봅시다.
948,game,game or match,Ang game ay naging exciting.,게임은 흥미진진했습니다.
949,enerhiya,energy,Kailangan ng mas maraming enerhiya.,더 많은 에너지가 필요합니다.
950,dulo,end or tip,Narating namin ang dulo ng daan.,우리는 길의 끝에 도착했습니다.
